0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,11
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,11
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
4,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,11
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
4,0,0,0,7,8,0,0,0,0,0,7,2,2,8,0,0,0,0,7,8,0,0,0,11
4,0,0,0,2,2,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,0,0,0,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,0,0,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,0,0,0,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,0,0,0,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,0,0,0,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,0,0,0,0,20,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,0,0,0,0,0,20,13,12,12,12,12,12,13,13,13,13,0,13,13,0,13,13,12,12
14,0,0,0,0,0,0,0,20,13,13,13,13,0,0,0,0,0,0,0,0,0,0,12,12
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
14,0,0,0,0,17,18,0,0,0,0,17,18,0,0,0,0,17,18,0,0,0,0,0,15
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
14,0,0,12,0,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,12,0,0,0,15
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,16,16,16,12,0,0,0,15
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,15
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,24,0,0,0,15
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,0,0,0,31
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,0,0,0,25
22,22,22,22,22,22,22,22,22,23,23,23,22,22,22,22,22,22,22,22,22,0,0,0,25
22,23,23,23,23,23,23,23,23,0,0,0,23,23,23,23,23,23,23,23,23,0,0,0,25
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,25
22,0,0,0,0,0,0,0,0,0,22,0,0,22,32,32,22,0,0,0,0,0,0,0,25
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,28,0,0,0,0,25
22,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,27,22,22,22,28,0,0,0,25
22,0,0,0,22,22,22,22,32,32,32,32,32,32,32,32,22,22,22,22,22,22,22,22,22
22,0,0,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
41,0,0,0,35,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
41,0,0,0,35,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
41,0,0,0,35,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
41,0,0,0,35,43,43,43,43,43,0,0,0,0,0,0,0,0,43,43,43,43,43,43,43
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
41,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,0,0,43
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
41,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,43,43,43,0,0,0,0,43
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
41,0,0,0,43,43,43,0,0,0,0,0,43,43,43,0,0,0,0,0,0,0,0,0,35
41,0,0,0,0,0,0,43,0,0,0,43,0,0,0,0,0,0,0,43,43,0,0,0,35
41,0,0,0,0,0,0,43,43,43,43,43,0,0,0,0,0,0,0,43,43,0,0,0,35
43,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,0,0,0,35
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,0,0,0,52
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,0,0,0,52
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,0,0,0,52
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,0,0,0,52
54,54,54,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,54,50,0,0,0,52
54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,46
54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
45,0,0,0,0,53,0,0,0,0,0,53,0,0,0,0,0,53,0,0,0,0,0,0,46
45,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,0,0,0,0,52
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
45,0,0,0,0,53,0,0,0,0,53,53,0,0,0,0,0,53,0,0,0,54,54,54,54
